station_id,year,month,n_rain,R5mm (Days with ≥ 5mm rain),R10mm (Days with ≥ 10mm rain),R20mm (Days with ≥ 20mm rain),SDII (Average Daily Rainfall Intensity),PRCPTOT (Total Precipitation),Rx1day (Wettest day),Rx5day (Wettest 5-Day Period),n_maxdy,n_mindy,FD (Frost Days),TR (Tropical Nights),SU (Summer Days),ID (Icing Days),TNn (Coldest Night),TNx (Warmest Night),TXn (Coldest Day),TXx (Warmest Day),DTR (Diurnal Temperature Range),TN10p (Cold Nights),TN90p (Warm Nights),TX10p (Cold Days),TX90p (Warm Days),Latitude,Longitude,Elevation
SHANNON AIRPORT,2001,6,30,6,1,0,5.445,59.9,11.2,26.4,30,30,0,0,0,0,4.4,14.4,14.9,22.6,7.277,13.333,16.667,0,6.667,52.7,-8.9,15
SHANNON AIRPORT,2001,7,31,5,3,0,6.092,73.1,17.1,31.9,31,31,0,0,2,0,6.9,15.9,15.7,26,7.345,9.677,12.903,6.452,12.903,52.7,-8.9,15
SHANNON AIRPORT,2001,8,31,4,0,0,4.336,60.7,9,23.7,31,31,0,0,0,0,8.4,16.8,16.6,23.2,7.239,3.226,16.129,0,3.226,52.7,-8.9,15
SHANNON AIRPORT,2001,9,30,3,2,0,5.222,47,15.8,35.8,30,30,0,0,0,0,5.4,15.5,14.6,20,6.747,6.667,20,0,13.333,52.7,-8.9,15
SHANNON AIRPORT,2001,10,31,11,5,0,7.567,113.5,15.1,39.2,31,31,0,0,0,0,3.8,14.5,10.5,20.7,5.758,0,19.355,0,29.032,52.7,-8.9,15
SHANNON AIRPORT,2001,11,30,5,1,0,5.042,60.5,14.1,32.6,30,30,0,0,0,0,1.1,11.8,6.8,15.2,4.883,3.333,26.667,3.333,20,52.7,-8.9,15
SHANNON AIRPORT,2001,12,31,4,1,0,4.81,48.1,14.9,34.1,31,31,7,0,0,0,-3.8,8,2.4,13.6,5.729,12.903,3.226,6.452,12.903,52.7,-8.9,15
SHANNON AIRPORT,2002,1,31,12,3,0,6.732,127.9,17,48.4,31,31,1,0,0,0,-3.8,9.6,8.2,14.4,5.468,3.226,29.032,0,45.161,52.7,-8.9,15
SHANNON AIRPORT,2002,2,28,13,6,1,8.362,175.6,24.1,55.3,28,28,1,0,0,0,-0.7,9.2,7.1,13.6,5.946,0,25,0,25,52.7,-8.9,15
SHANNON AIRPORT,2002,3,31,3,1,0,3.8,38,10.9,29.1,31,31,1,0,0,0,-0.2,10.4,8,15.5,7.003,0,19.355,0,35.484,52.7,-8.9,15
SHANNON AIRPORT,2002,4,30,5,3,0,5.967,71.6,14.2,43,30,30,0,0,0,0,1.6,12,10.5,18.9,7.793,0,16.667,3.333,26.667,52.7,-8.9,15
SHANNON AIRPORT,2002,5,31,8,1,0,5.712,91.4,10.3,37.9,31,31,0,0,0,0,4,12.6,12.9,18.4,7.365,0,9.677,6.452,6.452,52.7,-8.9,15
SHANNON AIRPORT,2002,6,30,6,0,0,4.756,76.1,9.3,26.4,30,30,0,0,0,0,7.4,12.9,13.4,19.5,6.243,3.333,0,6.667,0,52.7,-8.9,15
SHANNON AIRPORT,2002,7,31,3,0,0,3.845,42.3,6.1,22.1,31,31,0,0,0,0,8.4,16.2,14.5,24,6.245,6.452,6.452,9.677,3.226,52.7,-8.9,15
SHANNON AIRPORT,2002,8,31,5,1,0,4.223,54.9,13.5,26.7,31,31,0,0,0,0,8.4,16.2,17.4,22.5,6.742,3.226,25.806,0,6.452,52.7,-8.9,15
SHANNON AIRPORT,2002,9,30,0,0,0,3.16,15.8,4.8,13,30,30,0,0,0,0,6.4,15.5,15,21.8,8.787,3.333,10,0,43.333,52.7,-8.9,15
SHANNON AIRPORT,2002,10,31,9,4,1,7.476,127.1,30,61.2,31,31,0,0,0,0,1,15.4,10.3,22.3,7.374,19.355,6.452,6.452,12.903,52.7,-8.9,15
SHANNON AIRPORT,2002,11,30,11,3,0,6.082,133.8,14.6,44.1,30,30,1,0,0,0,-0.6,11.8,8.4,16.9,5.72,0,13.333,0,23.333,52.7,-8.9,15
SHANNON AIRPORT,2002,12,31,5,3,1,6.777,88.1,23.1,47.3,31,31,2,0,0,0,-1,9.4,5.2,13,4.161,3.226,12.903,9.677,6.452,52.7,-8.9,15
SHANNON AIRPORT,2003,1,31,4,1,0,5.05,40.4,10.3,35.2,31,31,8,0,0,0,-4.5,9.4,3.8,12.8,5.887,6.452,12.903,6.452,16.129,52.7,-8.9,15
SHANNON AIRPORT,2003,2,28,2,1,0,4.618,50.8,13.9,22.7,28,28,2,0,0,0,-0.5,8.4,6.2,13.1,6.111,0,14.286,0,17.857,52.7,-8.9,15
SHANNON AIRPORT,2003,3,31,5,1,0,4.891,53.8,14.4,32.9,31,31,0,0,0,0,1,9.8,9.1,18.3,8.552,0,16.129,0,58.065,52.7,-8.9,15
SHANNON AIRPORT,2003,4,30,2,2,0,5.225,41.8,12.4,21.7,30,30,0,0,0,0,1.9,10.9,10.2,23.5,8.527,0,23.333,3.333,33.333,52.7,-8.9,15
SHANNON AIRPORT,2003,5,31,7,1,0,4.485,89.7,11.3,27.9,31,31,0,0,1,0,4.6,13.5,13.1,25.2,6.884,0,22.581,0,6.452,52.7,-8.9,15
SHANNON AIRPORT,2003,6,30,5,3,2,9.482,104.3,32.5,38.8,30,30,0,0,0,0,8.5,15.2,15.5,22.6,7.327,3.333,20,0,6.667,52.7,-8.9,15
SHANNON AIRPORT,2003,7,31,4,2,1,5.646,73.4,20.9,36.2,31,31,0,0,0,0,10.7,16.1,16.8,23.5,6,0,25.806,0,0,52.7,-8.9,15
SHANNON AIRPORT,2003,8,31,0,0,0,2.867,8.6,3.8,12.5,31,31,0,0,6,0,8,18,17.9,29,8.674,3.226,35.484,0,45.161,52.7,-8.9,15
SHANNON AIRPORT,2003,9,30,3,1,0,3.978,35.8,10.7,16.4,30,30,0,0,1,0,6.5,15.8,14.6,25.3,7.563,0,13.333,0,26.667,52.7,-8.9,15
SHANNON AIRPORT,2003,10,31,4,2,0,6.943,48.6,13.1,32,31,31,1,0,0,0,-1.7,13.5,8.8,18.8,7.31,25.806,16.129,9.677,6.452,52.7,-8.9,15
SHANNON AIRPORT,2003,11,30,8,3,1,5.983,107.7,23.3,48.6,30,30,2,0,0,0,-1,13.4,7.1,17.6,6.347,0,13.333,0,26.667,52.7,-8.9,15
SHANNON AIRPORT,2003,12,31,6,4,0,6.193,92.9,16.4,37.2,31,31,2,0,0,0,-1.2,9.6,5,13.6,5.461,0,9.677,3.226,6.452,52.7,-8.9,15
SHANNON AIRPORT,2004,1,31,10,3,0,5.756,103.6,16.4,45.5,31,31,6,0,0,0,-3.1,7.9,2.9,12.9,6.397,12.903,12.903,6.452,22.581,52.7,-8.9,15
SHANNON AIRPORT,2004,2,29,2,0,0,2.878,25.9,6.5,33.3,29,29,9,0,0,0,-2.7,12.3,4.9,15,7.083,20.69,17.241,6.897,34.483,52.7,-8.9,15
SHANNON AIRPORT,2004,3,31,4,2,0,5.483,65.8,14.3,31.8,31,31,3,0,0,0,-2,11.3,7,14.3,7.629,3.226,6.452,3.226,19.355,52.7,-8.9,15
SHANNON AIRPORT,2004,4,30,2,0,0,3.655,40.2,8.8,24.3,30,30,0,0,0,0,1.5,10.9,9.2,16.8,6.863,3.333,13.333,3.333,3.333,52.7,-8.9,15
SHANNON AIRPORT,2004,5,31,3,1,0,5.75,34.5,16.4,19.4,31,31,0,0,0,0,3.2,13,11.4,20.5,8.258,9.677,12.903,0,12.903,52.7,-8.9,15
SHANNON AIRPORT,2004,6,30,4,1,1,5.146,66.9,25.4,41.3,30,30,0,0,0,0,5.4,15.5,14,21.9,7.033,6.667,33.333,6.667,0,52.7,-8.9,15
SHANNON AIRPORT,2004,7,31,3,0,0,4.643,65,9.8,33.1,31,31,0,0,0,0,6.7,15,14.5,22.7,6.942,12.903,0,9.677,0,52.7,-8.9,15
SHANNON AIRPORT,2004,8,31,8,2,0,6.454,83.9,15.8,31,31,31,0,0,0,0,6.9,16.3,16.7,24.9,6.916,6.452,16.129,0,6.452,52.7,-8.9,15
SHANNON AIRPORT,2004,9,30,6,4,0,6.629,92.8,17.1,38.1,30,30,0,0,0,0,5.4,16,14.4,24,6.013,3.333,23.333,3.333,23.333,52.7,-8.9,15
SHANNON AIRPORT,2004,10,31,12,5,0,8.481,135.7,19.3,47.5,31,31,1,0,0,0,-1.2,10.3,8.2,15.4,6.29,16.129,0,19.355,0,52.7,-8.9,15
SHANNON AIRPORT,2004,11,30,5,3,0,5.609,61.7,11.1,41.7,30,30,0,0,0,0,0.9,11.4,8.2,13.8,4.663,0,23.333,0,6.667,52.7,-8.9,15
SHANNON AIRPORT,2004,12,31,5,2,1,5.224,88.8,21.2,48.6,31,31,2,0,0,0,-1.5,9.9,3.9,12.9,5.103,3.226,19.355,3.226,12.903,52.7,-8.9,15
SHANNON AIRPORT,2005,1,31,8,3,1,7.481,119.7,38.2,55.4,31,31,2,0,0,0,-0.9,10.8,4.8,13.7,5.087,3.226,16.129,3.226,25.806,52.7,-8.9,15
SHANNON AIRPORT,2005,2,28,4,1,0,5.2,46.8,14,30.6,28,28,7,0,0,0,-2.7,8.6,4.8,11.7,5.996,10.714,7.143,3.571,3.571,52.7,-8.9,15
SHANNON AIRPORT,2005,3,31,5,2,0,8.35,50.1,12.9,22.4,31,31,5,0,0,0,-2.8,11.7,7.1,18.2,7.01,12.903,32.258,3.226,32.258,52.7,-8.9,15
SHANNON AIRPORT,2005,4,30,10,2,0,5.265,89.5,14.9,34,30,30,0,0,0,0,0,8.6,8,17.5,7.65,13.333,6.667,3.333,10,52.7,-8.9,15
SHANNON AIRPORT,2005,5,31,7,2,0,6.486,90.8,18.3,52.9,31,31,0,0,0,0,0.2,10.5,12.5,18.6,7.781,12.903,6.452,6.452,3.226,52.7,-8.9,15
SHANNON AIRPORT,2005,6,30,3,1,0,5.34,53.4,16.4,31.7,30,30,0,0,0,0,3.9,16.9,15.2,23.1,7.24,3.333,30,0,16.667,52.7,-8.9,15
SHANNON AIRPORT,2005,7,31,3,1,0,3.655,40.2,11.3,20.3,31,31,0,0,4,0,8.5,16.2,14.5,28,7.11,12.903,16.129,12.903,12.903,52.7,-8.9,15
SHANNON AIRPORT,2005,8,31,5,2,0,5.708,68.5,18.9,25.4,31,31,0,0,0,0,7.5,15.3,16.4,23.4,6.99,3.226,9.677,0,6.452,52.7,-8.9,15
SHANNON AIRPORT,2005,9,30,6,2,1,6.1,79.3,21.7,36.3,30,30,0,0,0,0,4,16.8,14.1,21.7,6.8,10,16.667,3.333,16.667,52.7,-8.9,15
SHANNON AIRPORT,2005,10,31,7,4,1,6.853,102.8,22.4,44.5,31,31,0,0,0,0,1,15.2,10.4,19.5,5.619,6.452,19.355,3.226,22.581,52.7,-8.9,15
SHANNON AIRPORT,2005,11,30,8,0,0,5.24,78.6,10,33.9,30,30,2,0,0,0,-0.8,12.7,5.6,15.8,6.373,0,10,3.333,10,52.7,-8.9,15
SHANNON AIRPORT,2005,12,31,4,0,0,4.127,61.9,8.9,25.8,31,31,4,0,0,0,-2.4,9.3,2.4,13.2,5.135,6.452,9.677,6.452,6.452,52.7,-8.9,15
SHANNON AIRPORT,2006,1,31,3,1,1,5.611,50.5,20.1,35.7,31,31,7,0,0,0,-4.3,10.2,3.2,12.9,5.671,9.677,9.677,3.226,19.355,52.7,-8.9,15
SHANNON AIRPORT,2006,2,28,2,1,0,5.129,35.9,10.1,28.9,28,28,6,0,0,0,-1.9,9,6.3,13.4,6.014,3.571,14.286,0,7.143,52.7,-8.9,15
SHANNON AIRPORT,2006,3,31,10,3,0,6.927,103.9,18.8,38.8,31,31,6,0,0,0,-5.8,9.6,5,14.3,6.629,19.355,16.129,25.806,12.903,52.7,-8.9,15
SHANNON AIRPORT,2006,4,30,1,0,0,2.82,28.2,5.8,20.1,30,30,2,0,0,0,-2.3,10,9.9,16.9,7.4,6.667,6.667,0,3.333,52.7,-8.9,15
SHANNON AIRPORT,2006,5,31,9,4,0,6.495,123.4,15.8,44.1,31,31,0,0,0,0,3.7,12.1,9.1,22,7.161,12.903,19.355,12.903,6.452,52.7,-8.9,15
SHANNON AIRPORT,2006,6,30,0,0,0,2.557,17.9,4.4,10.7,30,30,0,0,2,0,6.1,15.9,14.7,25.3,8.997,6.667,13.333,0,30,52.7,-8.9,15
SHANNON AIRPORT,2006,7,31,1,0,0,4.033,24.2,9.8,12.3,31,31,0,0,5,0,6.9,18,17,30.2,8.494,3.226,45.161,0,32.258,52.7,-8.9,15
SHANNON AIRPORT,2006,8,31,2,0,0,3.78,37.8,9,13,31,31,0,0,0,0,8.1,17.7,16.3,25,6.784,9.677,6.452,3.226,6.452,52.7,-8.9,15
SHANNON AIRPORT,2006,9,30,8,4,2,7.732,146.9,37.7,82,30,30,0,0,0,0,6.1,17.2,14.9,23.1,6.403,0,36.667,0,23.333,52.7,-8.9,15
SHANNON AIRPORT,2006,10,31,5,2,1,7.467,89.6,36.9,40.3,31,31,0,0,0,0,6.5,13.2,11.7,18.3,5.242,0,25.806,0,16.129,52.7,-8.9,15
SHANNON AIRPORT,2006,11,30,9,3,0,5.63,112.6,15.2,48.1,30,30,2,0,0,0,-0.9,10.8,6.7,14.9,6.533,10,13.333,0,10,52.7,-8.9,15
SHANNON AIRPORT,2006,12,31,13,6,0,7.705,169.5,17,54.1,31,31,0,0,0,0,0.2,9.9,3,13.9,4.887,0,3.226,3.226,16.129,52.7,-8.9,15
SHANNON AIRPORT,2007,1,31,6,2,1,5.438,87,20.2,37.1,31,31,4,0,0,0,-2.5,10,5.3,13.4,5.677,9.677,22.581,0,32.258,52.7,-8.9,15
SHANNON AIRPORT,2007,2,28,4,1,0,4.319,69.1,20,31,28,28,7,0,0,0,-3.6,8.5,3.5,13.2,7.114,14.286,14.286,3.571,17.857,52.7,-8.9,15
SHANNON AIRPORT,2007,3,31,4,1,0,5.2,57.2,15.1,23.2,31,31,1,0,0,0,-0.1,9.6,7.2,13.9,7.168,0,9.677,0,16.129,52.7,-8.9,15
SHANNON AIRPORT,2007,4,30,1,0,0,3.333,10,5.2,11.1,30,30,0,0,0,0,0.9,13,12.6,22.2,9.433,0,33.333,0,60,52.7,-8.9,15
SHANNON AIRPORT,2007,5,31,7,0,0,4.792,62.3,9.4,21.6,31,31,0,0,0,0,1.9,12.2,12.2,23.2,7.8,9.677,16.129,3.226,16.129,52.7,-8.9,15
SHANNON AIRPORT,2007,6,30,8,2,0,6.594,105.5,17.5,45.3,30,30,0,0,0,0,6.8,15.2,13.6,25,7.287,3.333,26.667,3.333,20,52.7,-8.9,15
SHANNON AIRPORT,2007,7,31,8,1,0,4.319,90.7,10.1,26.1,31,31,0,0,0,0,8.1,15.2,14.4,21.5,6.177,3.226,3.226,12.903,0,52.7,-8.9,15
SHANNON AIRPORT,2007,8,31,9,2,1,6.513,97.7,27.7,45.4,31,31,0,0,0,0,8.9,14.8,15.7,22.7,6.506,3.226,0,3.226,3.226,52.7,-8.9,15
SHANNON AIRPORT,2007,9,30,4,1,0,5.411,48.7,13.4,25.7,30,30,0,0,0,0,1.7,15.3,12.9,22.4,7.47,10,23.333,6.667,10,52.7,-8.9,15
SHANNON AIRPORT,2007,10,31,4,0,0,5.113,40.9,8.8,17.2,31,31,0,0,0,0,3.8,13.9,12.6,19.1,6.319,0,29.032,0,29.032,52.7,-8.9,15
SHANNON AIRPORT,2007,11,30,3,2,1,5.922,53.3,24,27.3,30,30,1,0,0,0,-0.4,12.5,7.6,16.5,5.4,0,50,0,23.333,52.7,-8.9,15
SHANNON AIRPORT,2007,12,31,10,6,3,10.807,162.1,33.5,71.4,31,31,0,0,0,0,0.5,10.4,5.6,15.3,5.342,0,16.129,0,25.806,52.7,-8.9,15
SHANNON AIRPORT,2008,1,31,16,9,2,9.687,222.8,21.1,62.2,31,31,2,0,0,0,-3.8,9.8,3.9,13.7,5.387,0,19.355,0,25.806,52.7,-8.9,15
SHANNON AIRPORT,2008,2,29,4,1,0,5.127,56.4,14.3,40,29,29,4,0,0,0,-3.6,10,3.9,15.5,7.179,6.897,10.345,3.448,34.483,52.7,-8.9,15
SHANNON AIRPORT,2008,3,31,7,3,0,5.258,99.9,17.8,40.5,31,31,2,0,0,0,-1.5,7.7,6.4,13.5,6.713,9.677,0,3.226,9.677,52.7,-8.9,15
SHANNON AIRPORT,2008,4,30,3,1,0,3.9,46.8,17.1,28.3,30,30,0,0,0,0,0.3,10.6,8.6,17.1,7.337,3.333,13.333,13.333,3.333,52.7,-8.9,15
SHANNON AIRPORT,2008,5,31,2,0,0,3.644,32.8,8.5,24,31,31,0,0,0,0,4.9,13.3,12.5,24.3,8.729,0,32.258,3.226,41.935,52.7,-8.9,15
SHANNON AIRPORT,2008,6,30,8,5,1,6.441,109.5,22.1,49.2,30,30,0,0,0,0,6.4,15,15.6,23,7.067,6.667,23.333,0,3.333,52.7,-8.9,15
SHANNON AIRPORT,2008,7,31,6,3,1,8.773,96.5,38,51.8,31,31,0,0,1,0,7.9,16,15.8,25.2,6.535,9.677,6.452,3.226,3.226,52.7,-8.9,15
SHANNON AIRPORT,2008,8,31,9,6,1,8.69,173.8,51,87.2,31,31,0,0,0,0,8.4,15.8,16.4,22.1,4.955,3.226,19.355,0,0,52.7,-8.9,15
SHANNON AIRPORT,2008,9,30,5,1,0,6.377,82.9,15,38.9,30,30,0,0,0,0,4,13.6,13.9,19.6,7.183,13.333,0,3.333,0,52.7,-8.9,15
SHANNON AIRPORT,2008,10,31,13,4,2,6.244,156.1,23.1,41.6,31,31,1,0,0,0,-0.1,13.5,7,17.8,6.1,12.903,3.226,19.355,6.452,52.7,-8.9,15
SHANNON AIRPORT,2008,11,30,5,3,1,5.967,89.5,21.8,59.7,30,30,3,0,0,0,-2.9,11,5,13.1,4.863,10,23.333,16.667,0,52.7,-8.9,15
SHANNON AIRPORT,2008,12,31,5,2,0,6.92,69.2,19.8,29.7,31,31,11,0,0,0,-3,10.8,3.8,12.9,6.042,19.355,3.226,9.677,6.452,52.7,-8.9,15
SHANNON AIRPORT,2009,1,31,11,4,0,6.295,119.6,15,43.8,31,31,4,0,0,0,-3.7,8.2,1.8,13,5.416,6.452,12.903,6.452,12.903,52.7,-8.9,15
SHANNON AIRPORT,2009,2,28,0,0,0,2.071,14.5,3.1,18.2,28,28,8,0,0,0,-2.5,7.7,3.8,12.1,6.157,10.714,14.286,10.714,7.143,52.7,-8.9,15
SHANNON AIRPORT,2009,3,31,5,1,0,5.117,61.4,14.3,27.7,31,31,1,0,0,0,-0.1,8.8,5.6,16.1,6.835,0,19.355,6.452,22.581,52.7,-8.9,15
SHANNON AIRPORT,2009,4,30,5,3,0,6.193,86.7,18.6,42.2,30,30,0,0,0,0,1.1,9.2,10.9,17.2,7.18,0,10,0,13.333,52.7,-8.9,15
SHANNON AIRPORT,2009,5,31,7,3,0,6.38,95.7,15.3,41.9,31,31,0,0,0,0,4.6,13.4,11.4,24.2,6.987,0,19.355,9.677,6.452,52.7,-8.9,15
SHANNON AIRPORT,2009,6,30,2,1,1,6.189,55.7,27.9,37.4,30,30,0,0,3,0,5.2,16.9,14.6,26.9,8.727,3.333,30,0,36.667,52.7,-8.9,15
SHANNON AIRPORT,2009,7,31,9,2,0,5.39,113.2,16.3,41.9,31,31,0,0,0,0,9.6,17.4,16.6,22.1,6.519,0,12.903,3.226,3.226,52.7,-8.9,15
SHANNON AIRPORT,2009,8,31,9,4,1,6.163,117.1,23.8,45.7,31,31,0,0,0,0,9.6,17.6,16.4,21.6,5.419,0,12.903,3.226,0,52.7,-8.9,15
SHANNON AIRPORT,2009,9,30,4,1,1,6.8,54.4,20.7,49,30,30,0,0,0,0,5.5,14.1,13.9,21.9,6.597,6.667,6.667,6.667,6.667,52.7,-8.9,15
SHANNON AIRPORT,2009,10,31,8,5,1,6.525,104.4,21.8,31.1,31,31,0,0,0,0,2,15.3,13.1,17.6,5.765,3.226,16.129,0,25.806,52.7,-8.9,15
SHANNON AIRPORT,2009,11,30,20,11,2,9.776,244.4,20.4,69.4,30,30,0,0,0,0,0,12.3,4.4,14.7,5.173,0,3.333,3.333,13.333,52.7,-8.9,15
SHANNON AIRPORT,2009,12,31,2,1,0,4.088,69.5,17,29.9,31,31,14,0,0,1,-5.6,7.2,-0.3,12.4,6.077,41.935,0,29.032,3.226,52.7,-8.9,15
SHANNON AIRPORT,2010,1,31,2,0,0,3.487,27.9,7.2,25.1,31,31,20,0,0,2,-11.2,5.7,-2.4,11.5,7.232,45.161,0,32.258,0,52.7,-8.9,15
SHANNON AIRPORT,2010,2,28,2,0,0,3.987,31.9,8.7,19.2,28,28,16,0,0,0,-4.8,5.4,1.6,10.2,7.764,35.714,0,10.714,0,52.7,-8.9,15
SHANNON AIRPORT,2010,3,31,7,2,1,7.173,78.9,21.5,37.2,31,31,10,0,0,0,-4.6,9.8,6.6,14.7,8.387,25.806,6.452,6.452,19.355,52.7,-8.9,15
SHANNON AIRPORT,2010,4,30,4,1,1,8.925,71.4,40.2,55.3,30,30,0,0,0,0,0.3,11.5,10.4,19.2,9.427,10,13.333,0,16.667,52.7,-8.9,15
SHANNON AIRPORT,2010,5,31,4,3,0,5.911,53.2,11.7,26.2,31,31,0,0,2,0,0.8,12.9,11.9,25.2,8.806,16.129,19.355,6.452,19.355,52.7,-8.9,15
SHANNON AIRPORT,2010,6,30,2,1,0,5.783,34.7,13.1,26,30,30,0,0,0,0,7,15.3,15.9,22.9,8.633,3.333,23.333,0,16.667,52.7,-8.9,15
SHANNON AIRPORT,2010,7,31,8,5,0,7.231,115.7,16.9,43.4,31,31,0,0,0,0,10.6,16.7,16.4,21.9,5.535,0,16.129,0,0,52.7,-8.9,15
SHANNON AIRPORT,2010,8,31,1,0,0,3.109,34.2,7.5,17.2,31,31,0,0,0,0,4.4,14.7,16.5,23.4,6.939,12.903,0,0,3.226,52.7,-8.9,15
SHANNON AIRPORT,2010,9,30,8,5,1,8.094,137.6,52.3,79.4,30,30,0,0,0,0,5.7,15.7,13.5,22,6.243,3.333,23.333,0,16.667,52.7,-8.9,15
SHANNON AIRPORT,2010,10,31,6,2,0,5.343,74.8,12.8,45.3,31,31,0,0,0,0,0.3,16.2,10.7,19.6,7.19,19.355,9.677,6.452,16.129,52.7,-8.9,15
SHANNON AIRPORT,2010,11,30,8,5,1,7.629,129.7,22,47.6,30,30,8,0,0,0,-6.6,11.3,0.8,15.6,5.883,13.333,3.333,26.667,3.333,52.7,-8.9,15
SHANNON AIRPORT,2010,12,31,2,0,0,5.825,23.3,9.5,19,31,31,24,0,0,5,-11.4,7.2,-6,12.9,7.371,74.194,0,54.839,3.226,52.7,-8.9,15
SHANNON AIRPORT,2011,1,31,4,3,0,5.692,74,19.6,54.2,31,31,14,0,0,0,-5.3,9.4,1.3,12.6,6.097,19.355,9.677,29.032,6.452,52.7,-8.9,15
SHANNON AIRPORT,2011,2,28,7,4,1,8.094,145.7,33.8,87.1,28,28,1,0,0,0,-1.1,8.7,7,15,7.079,3.571,7.143,0,28.571,52.7,-8.9,15
SHANNON AIRPORT,2011,3,31,2,1,0,3.744,33.7,10.8,18.9,31,31,8,0,0,0,-2.8,10,7.1,17.4,9.658,19.355,6.452,3.226,29.032,52.7,-8.9,15
SHANNON AIRPORT,2011,4,30,4,0,0,4.544,40.9,7.9,27.7,30,30,0,0,0,0,2.9,11.6,12.1,22.7,8.403,0,40,0,53.333,52.7,-8.9,15
SHANNON AIRPORT,2011,5,31,6,1,0,4.684,89,17.5,29.6,31,31,0,0,0,0,6.7,11.6,12.3,18.1,5.339,0,29.032,6.452,9.677,52.7,-8.9,15
SHANNON AIRPORT,2011,6,30,7,4,1,7.843,109.8,24.2,45.3,30,30,0,0,0,0,5.6,14.5,12.5,23.9,7.07,23.333,3.333,20,3.333,52.7,-8.9,15
SHANNON AIRPORT,2011,7,31,2,0,0,3.625,29,9.8,21,31,31,0,0,0,0,7.3,15,14.6,21.7,6.581,9.677,3.226,25.806,0,52.7,-8.9,15
SHANNON AIRPORT,2011,8,31,3,1,0,4.582,50.4,14.2,21.5,31,31,0,0,0,0,5.9,15.1,15.4,20.2,6.455,9.677,6.452,16.129,0,52.7,-8.9,15
SHANNON AIRPORT,2011,9,30,6,2,0,4.637,88.1,11.9,30.7,30,30,0,0,0,0,7.8,15.8,14.5,21.4,5.19,0,10,10,13.333,52.7,-8.9,15
SHANNON AIRPORT,2011,10,31,8,3,0,5.775,92.4,16.4,33.5,31,31,0,0,0,0,4.6,14.9,10.7,17.9,4.668,0,29.032,3.226,9.677,52.7,-8.9,15
SHANNON AIRPORT,2011,11,30,6,2,1,6.369,82.8,27.7,44,30,30,0,0,0,0,1.3,12.3,9,16.1,5.853,0,33.333,0,40,52.7,-8.9,15
SHANNON AIRPORT,2011,12,31,15,2,0,5.896,141.5,15.5,61.4,31,31,1,0,0,0,-0.3,11.4,5.8,13.3,4.697,3.226,16.129,6.452,9.677,52.7,-8.9,15
SHANNON AIRPORT,2012,1,31,6,4,0,5.663,107.6,18.1,45.6,31,31,1,0,0,0,-0.5,9.8,6.3,13.1,3.706,0,35.484,0,6.452,52.7,-8.9,15
SHANNON AIRPORT,2012,2,29,3,0,0,3.63,36.3,6.5,15,29,29,2,0,0,0,-1.7,10.2,4.6,13.5,5.003,0,48.276,0,17.241,52.7,-8.9,15
SHANNON AIRPORT,2012,3,31,1,0,0,3.225,25.8,5.5,16,31,31,1,0,0,0,-0.1,9.9,7.8,19.6,6.926,0,35.484,0,35.484,52.7,-8.9,15
SHANNON AIRPORT,2012,4,30,5,3,0,4.831,77.3,13.8,30,30,30,3,0,0,0,-1.7,8.8,9,14.9,7.79,16.667,10,3.333,3.333,52.7,-8.9,15
SHANNON AIRPORT,2012,5,31,3,0,0,4.413,35.3,8.8,21,31,31,0,0,3,0,1.8,13.4,11.1,27.8,8.129,16.129,29.032,19.355,19.355,52.7,-8.9,15
SHANNON AIRPORT,2012,6,30,7,3,2,9.161,164.9,45.3,60.3,30,30,0,0,0,0,6.6,15.5,13.4,21.4,6.09,6.667,16.667,20,0,52.7,-8.9,15
SHANNON AIRPORT,2012,7,31,10,3,0,6.524,110.9,13,37.7,31,31,0,0,0,0,8.8,17.2,13.8,22.2,6.21,9.677,9.677,16.129,0,52.7,-8.9,15
SHANNON AIRPORT,2012,8,31,7,1,0,5.065,86.1,13,37.2,31,31,0,0,1,0,8.8,16.7,16.1,26.5,6.094,0,29.032,6.452,6.452,52.7,-8.9,15
SHANNON AIRPORT,2012,9,30,4,0,0,3.933,59,9.9,20.4,30,30,0,0,0,0,4.7,14.8,11.6,21.1,5.9,6.667,3.333,13.333,0,52.7,-8.9,15
SHANNON AIRPORT,2012,10,31,6,2,0,5.006,85.1,12.4,22.3,31,31,1,0,0,0,-1.9,11.4,8.8,15.9,6.113,19.355,0,19.355,0,52.7,-8.9,15
SHANNON AIRPORT,2012,11,30,10,4,0,5.885,117.7,13.8,37.3,30,30,4,0,0,0,-1.5,11.8,4,14,5.91,0,6.667,13.333,3.333,52.7,-8.9,15
SHANNON AIRPORT,2012,12,31,11,2,0,4.957,114,15.4,29.3,31,31,5,0,0,0,-1.6,7.7,4.7,13.9,5.439,3.226,0,3.226,6.452,52.7,-8.9,15
SHANNON AIRPORT,2013,1,31,8,3,1,5.656,101.8,21.1,36.4,31,31,5,0,0,0,-2.6,10,1.6,13.8,5.555,6.452,16.129,12.903,22.581,52.7,-8.9,15
SHANNON AIRPORT,2013,2,28,5,0,0,4.77,47.7,9.4,33.1,28,28,4,0,0,0,-4,8.6,3.2,12,5.711,14.286,10.714,14.286,3.571,52.7,-8.9,15
